company_name,domain,source_type,country,region_group,industry_label,website_url,wikidata_id,sitelinks,revenue_usd,employees,ranking_score,data_source,last_refreshed_on
Titanic Brewery,titanicbrewery.co.uk,seed,United Kingdom,uk,brewery,http://www.titanicbrewery.co.uk/,Q16985637,1,0.0,0,24.83,wikidata,2026-02-18
Square Pie,squarepie.com,seed,United Kingdom,uk,food,http://www.squarepie.com,Q7582045,1,0.0,0,24.83,wikidata,2026-02-18
Russell Brewing Company,russellbeer.com,seed,United Kingdom,uk,alcoholic beverage,http://www.russellbeer.com/,Q17119226,1,0.0,0,24.83,wikidata,2026-02-18
Rubicon Drinks,rubiconexotic.com,seed,United Kingdom,uk,beverage industry,http://www.rubiconexotic.com/,Q7376072,1,0.0,0,24.83,wikidata,2026-02-18
Rowse Honey,rowsehoney.co.uk,seed,United Kingdom,uk,food processing,http://www.rowsehoney.co.uk,Q7372272,1,0.0,0,24.83,wikidata,2026-02-18
Robert Wiseman Dairies,muller-wiseman.co.uk,seed,United Kingdom,uk,dairy,http://www.muller-wiseman.co.uk/,Q7351196,1,0.0,0,24.83,wikidata,2026-02-18
Powwow Water,powwow.com,seed,United Kingdom,uk,beverage industry,http://www.powwow.com/,Q7236942,1,0.0,0,24.83,wikidata,2026-02-18
Pork Farms,pork-farms.co.uk,seed,United Kingdom,uk,food,https://www.pork-farms.co.uk,Q7230126,1,0.0,0,24.83,wikidata,2026-02-18
Phipps NBC,phipps-nbc.co.uk,seed,United Kingdom,uk,beverage industry,http://www.phipps-nbc.co.uk/,Q7186410,1,0.0,0,24.83,wikidata,2026-02-18
Penpont Brewery,firebrandbrewing.co.uk,seed,United Kingdom,uk,beverage industry,https://firebrandbrewing.co.uk/,Q7164557,1,0.0,0,24.83,wikidata,2026-02-18
Palmers Brewery,palmersbrewery.com,seed,United Kingdom,uk,brewery,https://palmersbrewery.com,Q108320017,1,0.0,0,24.83,wikidata,2026-02-18
Oakham,oakhamales.com,seed,United Kingdom,uk,beverage industry,https://www.oakhamales.com/,Q7073885,1,0.0,0,24.83,wikidata,2026-02-18
Noble Foods,noblefoods.co.uk,seed,United Kingdom,uk,food industry,https://www.noblefoods.co.uk/,Q84572451,1,0.0,0,24.83,wikidata,2026-02-18
Jubel beer,jubelbeer.com,seed,United Kingdom,uk,brewery,https://jubelbeer.com,Q136513195,1,0.0,0,24.83,wikidata,2026-02-18
Jorehaut Tea,jorehaut.com,seed,United Kingdom,uk,growing of beverage crops,https://www.jorehaut.com/,Q106825613,1,0.0,0,24.83,wikidata,2026-02-18
Ian Macleod Distillers Limited,ianmacleod.com,seed,United Kingdom,uk,beverage industry,https://www.ianmacleod.com/,Q55177088,1,0.0,0,24.83,wikidata,2026-02-18
Holland's Pies,hollandspies.co.uk,seed,United Kingdom,uk,food industry,http://www.hollandspies.co.uk,Q5880799,1,0.0,0,24.83,wikidata,2026-02-18
Fuel Juice,fueljuicebars.com,seed,United Kingdom,uk,beverage industry,http://fueljuicebars.com/,Q24439142,1,0.0,0,24.83,wikidata,2026-02-18
Farmdrop,farmdrop.com,seed,United Kingdom,uk,food industry,https://www.farmdrop.com,Q28404576,1,0.0,0,24.83,wikidata,2026-02-18
F. Duerr & Sons,duerrs.co.uk,seed,United Kingdom,uk,food industry,https://duerrs.co.uk/,Q5423873,1,0.0,0,24.83,wikidata,2026-02-18
Devro,devro.com,seed,United Kingdom,uk,food processing,http://www.devro.com/,Q16988731,1,0.0,0,24.83,wikidata,2026-02-18
Cornish Orchards,cornishorchards.co.uk,seed,United Kingdom,uk,beverage industry,https://www.cornishorchards.co.uk/,Q21621747,1,0.0,0,24.83,wikidata,2026-02-18
Cornish Cyder Farm,healeyscyder.co.uk,seed,United Kingdom,uk,beverage industry,https://healeyscyder.co.uk/,Q5171808,1,0.0,0,24.83,wikidata,2026-02-18
BOCM Pauls,forfarmers.co.uk,seed,United Kingdom,uk,food and tobacco industry,http://www.forfarmers.co.uk/,Q4836187,1,0.0,0,24.83,wikidata,2026-02-18
Beverage Brands,beverage-brands.co.uk,seed,United Kingdom,uk,beverage industry,http://www.beverage-brands.co.uk,Q4899364,1,0.0,0,24.83,wikidata,2026-02-18
UCC Ueshima Coffee Co.,ucc.co.jp,seed,Japan,apac,food industry,https://www.ucc.co.jp/,Q1185060,13,0.0,3668,24.7804,wikidata,2026-02-18
Intersnack,intersnack.de,seed,Germany,europe,food industry,http://www.intersnack.de,Q873618,7,0.0,8000,24.7744,wikidata,2026-02-18
Wm Cadenhead Limited,wmcadenhead.com,seed,United Kingdom,uk,beverage industry,http://www.wmcadenhead.com/,Q29715620,0,0.0,0,24.75,wikidata,2026-02-18
Winnow Solutions,winnowsolutions.com,seed,United Kingdom,uk,food industry,http://www.winnowsolutions.com/,Q50355553,0,0.0,0,24.75,wikidata,2026-02-18
Watmuff and Beckett,watmuffandbeckett.co.uk,seed,United Kingdom,uk,food industry,http://www.watmuffandbeckett.co.uk/,Q28659645,0,0.0,0,24.75,wikidata,2026-02-18
The Tribe Project,tribeproject.org,seed,United Kingdom,uk,home care,https://tribeproject.org,Q136310464,0,0.0,0,24.75,wikidata,2026-02-18
The New Leaf Co-op,newleafcoop.co.uk,seed,United Kingdom,uk,food industry,https://newleafcoop.co.uk,Q106317743,0,0.0,0,24.75,wikidata,2026-02-18
Sacred Microdistillery,sacredspiritscompany.com,seed,United Kingdom,uk,microdistillery,http://www.sacredspiritscompany.com,Q7397298,0,0.0,0,24.75,wikidata,2026-02-18
Provexis,provexis.com,seed,United Kingdom,uk,food industry,http://www.provexis.com,Q7252347,0,0.0,0,24.75,wikidata,2026-02-18
Moores Biscuits,moores-biscuits.co.uk,seed,United Kingdom,uk,food industry,http://www.moores-biscuits.co.uk/,Q51130310,0,0.0,0,24.75,wikidata,2026-02-18
HB Clark,hbclark.co.uk,seed,United Kingdom,uk,beverage industry,https://www.hbclark.co.uk,Q117805991,0,0.0,0,24.75,wikidata,2026-02-18
Half Million,halfm.sa,seed,United Kingdom,uk,food industry,https://halfm.sa,Q108537438,0,0.0,0,24.75,wikidata,2026-02-18
GoodOaks Homecare,goodoakshomecare.co.uk,seed,United Kingdom,uk,home care,https://www.goodoakshomecare.co.uk,Q135391494,0,0.0,0,24.75,wikidata,2026-02-18
Geon,geonlabs.com,seed,United Kingdom,uk,food industry,http://www.geonlabs.com,Q11971816,0,0.0,0,24.75,wikidata,2026-02-18
Feel Good Drinks Co,feelgooddrinks.co.uk,seed,United Kingdom,uk,beverage industry,http://www.feelgooddrinks.co.uk/,Q5441282,0,0.0,0,24.75,wikidata,2026-02-18
Eco Natural Products,econaturalproducts.co.uk,seed,United Kingdom,uk,health food store,https://econaturalproducts.co.uk,Q133848070,0,0.0,0,24.75,wikidata,2026-02-18
Alexander & James,alexanderandjames.com,seed,United Kingdom,uk,beverage industry,http://www.alexanderandjames.com/,Q16974562,0,0.0,0,24.75,wikidata,2026-02-18
M. Dias Branco,mdiasbranco.com.br,seed,Brazil,americas,food industry,http://www.mdiasbranco.com.br,Q10322293,2,0.0,14000,24.7146,wikidata,2026-02-18
PHW-Gruppe,phw-gruppe.de,seed,Germany,europe,food industry,http://www.phw-gruppe.de/,Q2044167,8,0.0,5483,24.6247,wikidata,2026-02-18
Alpro,alpro.com,seed,Belgium,europe,food industry,https://www.alpro.com/,Q498666,20,0.0,1100,24.6085,wikidata,2026-02-18
J & J Snack Foods,jjsnack.com,seed,United States,us,snack,http://jjsnack.com/,Q6109309,4,0.0,0,24.57,wikidata,2026-02-18
Arnott's Biscuits,arnotts.com.au,seed,Australia,australia,food manufacturing,http://www.arnotts.com.au/,Q4795387,6,0.0,0,24.48,wikidata,2026-02-18
The a2 Milk Company,thea2milkcompany.com,seed,Australia,australia,dairy industry,https://thea2milkcompany.com,Q22909318,5,0.0,0,24.4,wikidata,2026-02-18
NewBoy,newboystore.com,seed,United Arab Emirates,gulf,food,https://newboystore.com/,Q7005096,5,0.0,0,24.4,wikidata,2026-02-18
Lion,lionco.com,seed,Australia,australia,food industry,http://www.lionco.com/,Q3241775,5,0.0,0,24.4,wikidata,2026-02-18
Orion Corporation,orionworld.com,seed,South Korea,apac,confectionery,https://www.orionworld.com/,Q7102776,10,0.0,2310,24.2593,wikidata,2026-02-18
Huon Aquaculture,huonaqua.com.au,seed,Australia,australia,food processing,http://huonaqua.com.au,Q18165919,3,0.0,0,24.24,wikidata,2026-02-18
Sanitarium Health and Wellbeing Company,sanitarium.com.au,seed,Australia,australia,food industry,http://www.sanitarium.com.au/,Q7418311,2,0.0,0,24.16,wikidata,2026-02-18
San Remo Macaroni Company,sanremo.com.au,seed,Australia,australia,food,http://www.sanremo.com.au,Q7415244,2,0.0,0,24.16,wikidata,2026-02-18
Norco Co-operative,norco.com.au,seed,Australia,australia,dairy,http://www.norco.com.au,Q7050485,2,0.0,0,24.16,wikidata,2026-02-18
Bellamy's Organic,bellamysorganic.com.au,seed,Australia,australia,food,http://bellamysorganic.com.au,Q17001303,2,0.0,0,24.16,wikidata,2026-02-18
Bega Group,begacheese.com.au,seed,Australia,australia,dairy industry,http://www.begacheese.com.au/,Q22906698,2,0.0,0,24.16,wikidata,2026-02-18
Calpis,calpis.co.jp,seed,Japan,apac,food industry,https://www.calpis.co.jp/,Q1027454,16,0.0,852,24.1333,wikidata,2026-02-18
Calpis,calpis.info,seed,Japan,apac,food industry,https://www.calpis.info/,Q1027454,16,0.0,852,24.1333,wikidata,2026-02-18
Nuttelex,nuttelex.com.au,seed,Australia,australia,food industry,http://www.nuttelex.com.au/,Q7070571,1,0.0,0,24.08,wikidata,2026-02-18
National Foods,natfoods.com.au,seed,Australia,australia,food,http://www.natfoods.com.au/,Q6972725,1,0.0,0,24.08,wikidata,2026-02-18
Dairy Industry Association of Australia,diaa.asn.au,seed,Australia,australia,food processing,http://www.diaa.asn.au,Q5209573,1,0.0,0,24.08,wikidata,2026-02-18
Bellamy's Australia,bellamysaustralia.com.au,seed,Australia,australia,food,http://bellamysaustralia.com.au,Q19871236,1,0.0,0,24.08,wikidata,2026-02-18
Tariq Pastries,tariqpastries.com,seed,Bahrain,gulf,food and beverage,https://www.tariqpastries.com/,Q138001899,0,0.0,0,24.0,wikidata,2026-02-18
Peacock Alley DIFC,peacockalleydifc.com,seed,United Arab Emirates,gulf,food industry,https://www.peacockalleydifc.com/,Q136068078,0,0.0,0,24.0,wikidata,2026-02-18
Nutura,nutura.com.au,seed,Australia,australia,food industry,https://nutura.com.au/,Q100964302,0,0.0,0,24.0,wikidata,2026-02-18
Lamazani,lamazani.com,seed,Qatar,gulf,food,https://lamazani.com/,Q108747097,0,0.0,0,24.0,wikidata,2026-02-18
HomeAid Services,homeaidservices.com.au,seed,Australia,australia,home care,https://homeaidservices.com.au/,Q135645309,0,0.0,0,24.0,wikidata,2026-02-18
Bottlemart,bottlemart.com.au,seed,Australia,australia,spirits industry,https://bottlemart.com.au/,Q102863175,0,0.0,0,24.0,wikidata,2026-02-18
Al Seedawi Food Industries,alseedawifood.com,seed,Kuwait,gulf,food industry,https://alseedawifood.com/,Q136658034,0,0.0,0,24.0,wikidata,2026-02-18
Eckes-Granini Group,eckes-granini.com,seed,Germany,europe,beverage industry,http://eckes-granini.com,Q18411421,6,0.0,1846,23.8031,wikidata,2026-02-18
AVEBE,avebe.com,seed,Netherlands,europe,food industry,https://www.avebe.com/,Q300137,8,0.0,1400,23.795,wikidata,2026-02-18
Colian Holding,jutrzenka.com.pl,seed,Poland,europe,food industry,http://www.jutrzenka.com.pl,Q3162914,5,0.0,2000,23.7717,wikidata,2026-02-18
Dr. Schär,drschaer.com,seed,Italy,europe,food industry,https://www.drschaer.com/de,Q1254040,4,0.0,1600,23.5561,wikidata,2026-02-18
Wild,wild.de,seed,Germany,europe,food industry,http://www.wild.de/,Q2570276,6,0.0,1100,23.4885,wikidata,2026-02-18
Ayam Brand,ayambrand.com,seed,Singapore,apac,food processing,http://ayambrand.com,Q792747,6,0.0,1000,23.4306,wikidata,2026-02-18
Establiments Viena,viena.cat,seed,Spain,europe,food industry,http://www.viena.cat,Q11954717,2,0.0,1500,23.3569,wikidata,2026-02-18
Braun,braun.com,seed,Germany,europe,consumer goods industry,https://www.braun.com/,Q631220,32,0.0,0,23.31,wikidata,2026-02-18
Bauli,bauli.it,seed,Italy,europe,food processing,https://www.bauli.it/it,Q782064,3,0.0,1200,23.3014,wikidata,2026-02-18
Berliner-Kindl-Schultheiss brewery,schultheiss.de,seed,Germany,europe,food and tobacco industry,http://www.schultheiss.de/,Q821384,6,0.0,560,23.0785,wikidata,2026-02-18
Apollinaris,apollinaris.de,seed,Germany,europe,food and tobacco industry,http://apollinaris.de/,Q618909,7,0.0,450,23.0258,wikidata,2026-02-18
Hela Gewürzwerk Hermann Laue,hela.eu,seed,Germany,europe,agricultural and food trade,https://www.hela.eu/,Q1601652,3,0.0,620,22.9003,wikidata,2026-02-18
Hövelmann,mineralquellen-hoevelmann.de,seed,Germany,europe,beverage industry,https://www.mineralquellen-hoevelmann.de/,Q1651956,1,0.0,800,22.8951,wikidata,2026-02-18
Ajinomoto,ajinomoto.co.jp,seed,France,europe,food industry,https://www.ajinomoto.co.jp/,Q412826,51,0.0,0,22.83,wikidata,2026-02-18
König Brauerei,koenig.de,seed,Germany,europe,food and tobacco industry,http://www.koenig.de/,Q1795931,6,0.0,340,22.7759,wikidata,2026-02-18
Mestemacher,mestemacher.de,seed,Germany,europe,food industry,http://www.mestemacher.de,Q1770034,2,0.0,572,22.7714,wikidata,2026-02-18
Zamek,zamek.de,seed,Germany,europe,food industry,http://www.zamek.de/,Q145736,1,0.0,650,22.769,wikidata,2026-02-18
Kimia Farma,kimiafarma.co.id,seed,Indonesia,apac,consumer goods industry,https://www.kimiafarma.co.id/,Q11264892,6,0.0,11,22.7409,wikidata,2026-02-18
Wullbrandt + Seele,wullbrandtundseele.de,seed,Germany,europe,Wholesale of other household goods,http://wullbrandtundseele.de,Q15434453,1,0.0,112,22.7043,wikidata,2026-02-18
Heineken International,heinekeninternational.com,seed,Netherlands,europe,beverage industry,https://www.heinekeninternational.com,Q180855,49,0.0,0,22.67,wikidata,2026-02-18
Heineken International,theheinekencompany.com,seed,Netherlands,europe,beverage industry,https://www.theheinekencompany.com/,Q180855,49,0.0,0,22.67,wikidata,2026-02-18
Marten,marten.de,seed,Germany,europe,food industry,http://www.marten.de,Q1307816,1,0.0,550,22.6676,wikidata,2026-02-18
Böklunder Fleisch- und Wurstwaren GmbH & Co. KG,boeklunder.de,seed,Germany,europe,food industry,http://www.boeklunder.de/,Q1019836,1,0.0,550,22.6676,wikidata,2026-02-18
Flora Food Group,upfield.com,seed,Netherlands,europe,fast-moving consumer goods,http://www.upfield.com/,Q60741602,11,0.0,0,22.63,wikidata,2026-02-18
Einbecker Brewery,einbecker.de,seed,Germany,europe,food and tobacco industry,http://www.einbecker.de,Q323095,6,0.0,180,22.3908,wikidata,2026-02-18
LG Household & Health Care,lghnh.com,seed,South Korea,apac,fast-moving consumer goods,http://www.lghnh.com/,Q16169971,8,0.0,0,22.39,wikidata,2026-02-18
BEHER,beher.es,seed,Spain,europe,food industry,http://www.beher.es/,Q814474,11,0.0,90,22.3727,wikidata,2026-02-18
Starke Bäcker,starke-baecker.de,seed,Germany,europe,food industry,https://www.starke-baecker.de,Q66133336,0,0.0,350,22.3134,wikidata,2026-02-18
South African Breweries,sab.co.za,seed,South Africa,africa,fast-moving consumer goods,http://www.sab.co.za/,Q7565435,7,0.0,0,22.31,wikidata,2026-02-18
Mayora Indah,mayoraindah.co.id,seed,Indonesia,apac,consumer goods industry,https://www.mayoraindah.co.id,Q12497654,19,0.0,0,22.27,wikidata,2026-02-18
"MARUWAYUSHI CO.,LTD.",maruwayushi.com,seed,Japan,apac,food,http://www.maruwayushi.com/,Q105222327,1,0.0,278,22.2538,wikidata,2026-02-18
Bäckerei Leifert,leifert.de,seed,Germany,europe,food industry,https://www.leifert.de/,Q66086129,0,0.0,300,22.22,wikidata,2026-02-18
Goodman Fielder,goodmanfielder.com.au,seed,New Zealand,apac,fast-moving consumer goods,http://www.goodmanfielder.com.au/,Q1537565,5,0.0,0,22.15,wikidata,2026-02-18
Wings,wingscorp.com,seed,Indonesia,apac,fast-moving consumer goods,http://www.wingscorp.com/,Q12524596,4,0.0,0,22.07,wikidata,2026-02-18
Odega Group,odega.de,seed,Germany,europe,food processing,https://www.odega.de/,Q124100074,1,0.0,201,22.0575,wikidata,2026-02-18
Hofbrauhaus Wolters,hofbrauhaus-wolters.de,seed,Germany,europe,food and tobacco industry,http://www.hofbrauhaus-wolters.de,Q1622956,3,0.0,150,22.0406,wikidata,2026-02-18
Lindt & Sprüngli,lindt-spruengli.com,seed,Switzerland,europe,"manufacture of cocoa, chocolate and sugar confectionery",https://www.lindt-spruengli.com/,Q152822,41,0.0,0,22.03,wikidata,2026-02-18
Gudang Garam,gudanggaramtbk.com,seed,Indonesia,apac,consumer goods industry,http://www.gudanggaramtbk.com,Q1553005,16,0.0,0,22.03,wikidata,2026-02-18
Seitenbacher,seitenbacher.de,seed,Germany,europe,food industry,https://www.seitenbacher.de,Q2266946,3,0.0,140,21.9989,wikidata,2026-02-18
Unilever (Indonesia),unilever.co.id,seed,Indonesia,apac,fast-moving consumer goods industry,http://www.unilever.co.id/,Q7885208,3,0.0,0,21.99,wikidata,2026-02-18
Clover,clover.co.za,seed,South Africa,africa,fast-moving consumer goods,http://www.clover.co.za,Q5135861,2,0.0,0,21.91,wikidata,2026-02-18
Genuport Trade GmbH,genuport.de,seed,Germany,europe,food industry,http://www.genuport.de/home/index.aspx,Q1502696,1,0.0,150,21.8806,wikidata,2026-02-18
Richters Altstadt-Bäckerei,brotversteher.de,seed,Germany,europe,food industry,https://www.brotversteher.de,Q66212346,0,0.0,166,21.8618,wikidata,2026-02-18
Milkau,milkau.de,seed,Germany,europe,food industry,https://www.milkau.de/,Q66208652,0,0.0,160,21.8396,wikidata,2026-02-18
Paragon Technology and Innovation,paragon-innovation.com,seed,Indonesia,apac,fast-moving consumer goods,https://www.paragon-innovation.com,Q97213751,1,0.0,0,21.83,wikidata,2026-02-18
Japan Crate,japancrate.com,seed,Japan,apac,fast-moving consumer goods,http://www.japancrate.com/,Q25111232,1,0.0,0,21.83,wikidata,2026-02-18
Meli,meli.be,seed,Belgium,europe,food industry,https://meli.be/en/,Q23443533,2,0.0,115,21.8002,wikidata,2026-02-18
Indofood,indofood.com,seed,Indonesia,apac,consumer goods industry,http://www.indofood.com,Q3930665,12,0.0,0,21.71,wikidata,2026-02-18
Superverd,superverd.es,seed,Spain,europe,food industry,https://www.superverd.es/,Q11950546,1,0.0,95,21.6052,wikidata,2026-02-18
Mauritius Brauerei Zwickau,mauritius-brauerei.de,seed,Germany,europe,food and tobacco industry,http://www.mauritius-brauerei.de,Q1516386,2,0.0,83,21.604,wikidata,2026-02-18
BÄKO Ost eG Bakers' and Confectioners' CooperativeSaxony-Brandenburg,baeko-ost.de,seed,Germany,europe,food trade,https://www.baeko-ost.de,Q131143488,0,0.0,100,21.556,wikidata,2026-02-18
Lippert Getränkefachgroßhandel & Logistik GmbH,getraenke-lippert.de,seed,Germany,europe,beverage industry,https://getraenke-lippert.de/,Q122914323,0,0.0,90,21.4927,wikidata,2026-02-18
Sampoerna,sampoerna.com,seed,Indonesia,apac,consumer goods industry,http://www.sampoerna.com,Q7410186,9,0.0,0,21.47,wikidata,2026-02-18
Born Feinkost,born-feinkost.de,seed,Germany,europe,food industry,http://www.born-feinkost.de,Q893917,4,0.0,50,21.4606,wikidata,2026-02-18
Panaderías Bou,jaimebou.com,seed,Spain,europe,food industry,http://jaimebou.com/,Q55601405,0,0.0,80,21.4219,wikidata,2026-02-18
Halberstädter Würstchen- und Konservenvertriebs GmbH,halberstaedter.de,seed,Germany,europe,food industry,http://www.halberstaedter.de,Q1570335,2,0.0,52,21.324,wikidata,2026-02-18
Kalbe Farma,kalbe.co.id,seed,Indonesia,apac,consumer goods industry,https://www.kalbe.co.id,Q6351754,7,0.0,0,21.31,wikidata,2026-02-18
Hokusetsu Brewery,sake-hokusetsu.com,seed,Japan,apac,sake brewery,https://sake-hokusetsu.com/,Q22127721,2,0.0,48,21.2763,wikidata,2026-02-18
Nong Shim Ltd.,nongshim.com,seed,South Korea,apac,food industry,https://www.nongshim.com,Q483018,31,0.0,0,21.23,wikidata,2026-02-18
Angelini Group,angeliniindustries.com,seed,Italy,europe,consumer goods industry,https://www.angeliniindustries.com/,Q1119001,6,0.0,0,21.23,wikidata,2026-02-18
Suntory,suntory.co.jp,seed,Japan,apac,beverage industry,https://www.suntory.co.jp/,Q1345267,30,0.0,0,21.15,wikidata,2026-02-18
Grupo Bimbo,grupobimbo.com,seed,Mexico,americas,food processing,http://www.grupobimbo.com/,Q775031,30,0.0,0,21.15,wikidata,2026-02-18
Asahi Breweries,asahibeer.com,seed,Japan,apac,beverage industry,http://www.asahibeer.com/,Q720479,30,0.0,0,21.15,wikidata,2026-02-18
Asahi Breweries,asahibeer.co.jp,seed,Japan,apac,beverage industry,https://www.asahibeer.co.jp/,Q720479,30,0.0,0,21.15,wikidata,2026-02-18
Sido Muncul,sidomuncul.co.id,seed,Indonesia,apac,consumer goods industry,http://www.sidomuncul.co.id,Q12514359,5,0.0,0,21.15,wikidata,2026-02-18
Parmalat,parmalat.it,seed,Italy,europe,food industry,https://www.parmalat.it/,Q1432285,29,0.0,0,21.07,wikidata,2026-02-18
Knorr,knorr.com,seed,Germany,europe,food and tobacco industry,http://www.knorr.com/,Q313882,29,0.0,0,21.07,wikidata,2026-02-18
Barilla Group,barillagroup.com,seed,Italy,europe,food industry,https://www.barillagroup.com/,Q762787,29,0.0,0,21.07,wikidata,2026-02-18
Siantar Top,siantartop.co.id,seed,Indonesia,apac,consumer goods industry,https://siantartop.co.id/en/home/,Q12514216,4,0.0,0,21.07,wikidata,2026-02-18
Paulaner Brewery,paulaner-gruppe.de,seed,Germany,europe,food and tobacco industry,https://www.paulaner-gruppe.de,Q127305,28,0.0,0,20.99,wikidata,2026-02-18
Paulaner Brewery,paulaner.de,seed,Germany,europe,food and tobacco industry,https://www.paulaner.de,Q127305,28,0.0,0,20.99,wikidata,2026-02-18
Paglieri,paglieri.it,seed,Italy,europe,consumer goods industry,http://paglieri.it,Q3888961,3,0.0,0,20.99,wikidata,2026-02-18
Mustika Ratu,mustika-ratu.com,seed,Indonesia,apac,consumer goods industry,http://www.mustika-ratu.com/,Q19729543,3,0.0,0,20.99,wikidata,2026-02-18
Grolsch,grolsch.com,seed,Netherlands,europe,beverage industry,https://www.grolsch.com/,Q153075,27,0.0,0,20.91,wikidata,2026-02-18
Pyridam Farma,pyridam.com,seed,Indonesia,apac,consumer goods industry,http://www.pyridam.com,Q13096359,2,0.0,0,20.91,wikidata,2026-02-18
Kino Indonesia,kino.co.id,seed,Indonesia,apac,consumer goods industry,http://www.kino.co.id,Q96472570,2,0.0,0,20.91,wikidata,2026-02-18
Gunung Madu Plantations,gunungmadu.co.id,seed,Indonesia,apac,consumer goods industry,https://www.gunungmadu.co.id/,Q136293163,2,0.0,0,20.91,wikidata,2026-02-18
Delta Djakarta,deltajkt.co.id,seed,Indonesia,apac,consumer goods industry,http://www.deltajkt.co.id,Q5254612,2,0.0,0,20.91,wikidata,2026-02-18
AMARO,amaro.com,seed,Brazil,americas,consumer goods industry,https://amaro.com/,Q62131386,2,0.0,0,20.91,wikidata,2026-02-18
Kirin Holdings,kirinholdings.com,seed,Japan,apac,beverage industry,https://www.kirinholdings.com/,Q13403399,26,0.0,0,20.83,wikidata,2026-02-18
Kikkoman,kikkoman.co.jp,seed,Japan,apac,food processing,http://www.kikkoman.co.jp/enjoys/factory/noda.html,Q1321815,26,0.0,0,20.83,wikidata,2026-02-18
Tunas Baru Lampung,tunasbarulampung.com,seed,Indonesia,apac,consumer goods industry,http://www.tunasbarulampung.com,Q12522712,1,0.0,0,20.83,wikidata,2026-02-18
Tiga Pilar Sejahtera Food,tpsfood.id,seed,Indonesia,apac,consumer goods industry,http://www.tpsfood.id,Q19744177,1,0.0,0,20.83,wikidata,2026-02-18
Sekar Laut,sekar.co.id,seed,Indonesia,apac,consumer goods industry,http://www.sekar.co.id,Q12512951,1,0.0,0,20.83,wikidata,2026-02-18
Prasidha Aneka Niaga,prasidha.co.id,seed,Indonesia,apac,consumer goods industry,http://www.prasidha.co.id,Q12506402,1,0.0,0,20.83,wikidata,2026-02-18
Phapros,phapros.co.id,seed,Indonesia,apac,consumer goods industry,https://www.phapros.co.id/,Q12505435,1,0.0,0,20.83,wikidata,2026-02-18
Pantai Indah Kapuk Dua,pratamaabadi.com,seed,Indonesia,apac,consumer goods industry,https://pratamaabadi.com,Q96100535,1,0.0,0,20.83,wikidata,2026-02-18
Nippon Indosari Corpindo,sariroti.com,seed,Indonesia,apac,consumer goods industry,http://www.sariroti.com,Q19729774,1,0.0,0,20.83,wikidata,2026-02-18
Martina Berto,martinaberto.co.id,seed,Indonesia,apac,consumer goods industry,http://www.martinaberto.co.id,Q56392707,1,0.0,0,20.83,wikidata,2026-02-18
Langgeng Makmur Industri,langgengmakmur.com,seed,Indonesia,apac,consumer goods industry,https://www.langgengmakmur.com/corporate/id,Q12493870,1,0.0,0,20.83,wikidata,2026-02-18
Inti Agri Resources,iikp.com,seed,Indonesia,apac,consumer goods industry,http://www.iikp.com,Q12486708,1,0.0,0,20.83,wikidata,2026-02-18
Indofood CBP,indofoodcbp.com,seed,Indonesia,apac,consumer goods industry,http://www.indofoodcbp.com,Q105624046,1,0.0,0,20.83,wikidata,2026-02-18
Garudafood,garudafood.com,seed,Indonesia,apac,consumer goods industry,http://www.garudafood.com,Q12483558,1,0.0,0,20.83,wikidata,2026-02-18
Apotek K-24,apotek-k24.com,seed,Indonesia,apac,consumer goods industry,https://www.apotek-k24.com,Q56390232,1,0.0,0,20.83,wikidata,2026-02-18
Apotek K-24,k24klik.com,seed,Indonesia,apac,consumer goods industry,https://www.k24klik.com/,Q56390232,1,0.0,0,20.83,wikidata,2026-02-18
Douglas,douglas.eu,seed,Germany,europe,cosmetics industry,http://www.douglas.eu,Q570747,13,0.0,0,20.79,wikidata,2026-02-18
Wismilak Inti Makmur,wismilak.com,seed,Indonesia,apac,consumer goods industry,http://www.wismilak.com,Q96100704,0,0.0,0,20.75,wikidata,2026-02-18
Wilmar Cahaya Indonesia,wilmarcahayaindonesia.com,seed,Indonesia,apac,consumer goods industry,http://www.wilmarcahayaindonesia.com,Q96100155,0,0.0,0,20.75,wikidata,2026-02-18
Wahana Interfood Nusantara,wahana-interfood.com,seed,Indonesia,apac,consumer goods industry,http://www.wahana-interfood.com,Q96100165,0,0.0,0,20.75,wikidata,2026-02-18
Ultra Jaya Milk Industry,ultrajaya.co.id,seed,Indonesia,apac,consumer goods industry,http://www.ultrajaya.co.id,Q96100690,0,0.0,0,20.75,wikidata,2026-02-18
Tri Banyan Tirta,altospringswater.com,seed,Indonesia,apac,consumer goods industry,http://www.ALTOspringswater.com,Q96099953,0,0.0,0,20.75,wikidata,2026-02-18
Sentra Food Indonesia,sentrafood.co.id,seed,Indonesia,apac,consumer goods industry,http://www.sentrafood.co.id,Q96100241,0,0.0,0,20.75,wikidata,2026-02-18
Sariguna Primatirta,tanobel.com,seed,Indonesia,apac,consumer goods industry,http://www.tanobel.com,Q96100159,0,0.0,0,20.75,wikidata,2026-02-18
Prima Cakrawala Abadi,pcafoods.com,seed,Indonesia,apac,consumer goods industry,http://www.pcafoods.com,Q96100540,0,0.0,0,20.75,wikidata,2026-02-18
Palma Serasih,palmaserasih.co.id,seed,Indonesia,apac,consumer goods industry,http://www.palmaserasih.co.id,Q96100582,0,0.0,0,20.75,wikidata,2026-02-18
