company_name,domain,source_type,country,region_group,industry_label,website_url,wikidata_id,sitelinks,revenue_usd,employees,ranking_score,data_source,last_refreshed_on
PepsiCo,pepsico.com,seed,United States,us,fast-moving consumer goods,https://www.pepsico.com/,Q334800,65,91854000000.0,309000,61.8695,wikidata,2026-02-18
The Coca-Cola Company,coca-colacompany.com,seed,United States,us,fast-moving consumer goods,https://www.coca-colacompany.com/,Q3295867,73,47061000000.0,69700,61.0813,wikidata,2026-02-18
Procter & Gamble,pg.com,seed,United States,us,fast-moving consumer goods,http://www.pg.com/,Q212405,62,84284000000.0,105000,60.906,wikidata,2026-02-18
Unilever,unilever.com,seed,United Kingdom,uk,fast-moving consumer goods,https://unilever.com,Q157062,65,60073000000.0,148000,59.59,wikidata,2026-02-18
Philip Morris International,pmi.com,seed,United States,us,fast-moving consumer goods,https://www.pmi.com/,Q1852556,38,31762000000.0,79800,58.0562,wikidata,2026-02-18
3M,3m.com,seed,United States,us,consumer goods industry,https://www.3m.com/,Q159433,45,34229000000.0,94987,57.7806,wikidata,2026-02-18
Kraft Heinz,kraftheinzcompany.com,seed,United States,us,fast-moving consumer goods,http://www.kraftheinzcompany.com,Q19681433,34,26485000000.0,36000,57.1102,wikidata,2026-02-18
Kellanova,kelloggcompany.com,seed,United States,us,fast-moving consumer goods,https://www.kelloggcompany.com/en_US/home.html,Q856897,39,15315000000.0,33577,57.0397,wikidata,2026-02-18
"Mars, Incorporated",mars.com,seed,United States,us,food processing,http://www.mars.com/,Q695087,46,35000000000.0,80000,55.7737,wikidata,2026-02-18
Archer Daniels Midland,adm.com,seed,United States,us,food processing,https://adm.com/,Q632694,27,101556000000.0,31600,54.5217,wikidata,2026-02-18
General Mills,generalmills.com,seed,United States,us,food industry,http://www.generalmills.com,Q629998,36,18992800000.0,35000,53.9932,wikidata,2026-02-18
Avon Products Inc.,avonworldwide.com,seed,United States,us,cosmetics industry,https://www.avonworldwide.com/,Q791285,32,5718000000.0,36700,53.7636,wikidata,2026-02-18
Nestlé,nestle.com,seed,Switzerland,europe,food industry,https://www.nestle.com/,Q160746,90,91354000000.0,270000,53.2832,wikidata,2026-02-18
Virgin Group,virgin.com,seed,United Kingdom,uk,food industry,http://www.virgin.com,Q494917,42,16600000000.0,69000,53.2806,wikidata,2026-02-18
British American Tobacco,bat.com,seed,United Kingdom,uk,tobacco industry,https://bat.com,Q856411,37,25776000000.0,55000,53.0867,wikidata,2026-02-18
Bunge Limited,bunge.com,seed,United States,us,food industry,http://www.bunge.com/,Q1009458,15,67232000000.0,22706,53.0383,wikidata,2026-02-18
Diageo,diageo.com,seed,United Kingdom,uk,beverage industry,http://www.diageo.com,Q161140,40,28270000000.0,29860,53.0275,wikidata,2026-02-18
Altria,altria.com,seed,United States,us,food industry,http://www.altria.com,Q445007,30,24018000000.0,9900,52.9289,wikidata,2026-02-18
SABMiller,sabmiller.com,seed,United Kingdom,uk,brewery,http://www.sabmiller.com/,Q4995,33,15300000000.0,70000,52.5056,wikidata,2026-02-18
L'Oréal,loreal.com,seed,France,europe,fast-moving consumer goods,http://www.loreal.com,Q156077,58,41182500000.0,88000,52.4188,wikidata,2026-02-18
Herbalife,iamherbalifenutrition.com,seed,United States,us,food industry,https://iamherbalifenutrition.com,Q572948,34,4890000000.0,7800,51.8598,wikidata,2026-02-18
Danone,danone.com,seed,France,europe,fast-moving consumer goods,https://www.danone.com/,Q329426,50,27619000000.0,98105,51.5325,wikidata,2026-02-18
Arla Foods,arla.com,seed,United Kingdom,uk,food industry,https://www.arla.com,Q674575,28,11200000000.0,20020,51.1007,wikidata,2026-02-18
Simplot,simplot.com,seed,United States,us,food industry,https://simplot.com,Q3484788,9,11000000000.0,13000,50.8041,wikidata,2026-02-18
Coca-Cola Europacific Partners,cocacolaep.com,seed,United Kingdom,uk,beverage industry,https://www.cocacolaep.com/,Q20811256,11,20438000000.0,41000,50.6467,wikidata,2026-02-18
Colgate-Palmolive Company,colgatepalmolive.com,seed,United States,us,personal care product,http://www.colgatepalmolive.com/,Q609466,46,17967000000.0,0,49.3881,wikidata,2026-02-18
Schwarz Gruppe,gruppe.schwarz,seed,Germany,europe,food industry,https://gruppe.schwarz/,Q712034,16,175400000000.0,442000,48.1728,wikidata,2026-02-18
Mondelez International,mondelezinternational.com,seed,United States,us,food industry,https://www.mondelezinternational.com/,Q12857502,36,31496000000.0,0,48.0269,wikidata,2026-02-18
Kimberly-Clark,kimberly-clark.com,seed,United States,us,personal care product,https://www.kimberly-clark.com/ar-sa/,Q1741634,26,20175000000.0,0,47.8787,wikidata,2026-02-18
Estée Lauder Companies,elcompanies.com,seed,United States,us,cosmetics industry,http://www.elcompanies.com/,Q1260606,24,17737000000.0,0,47.618,wikidata,2026-02-18
Hormel,hormel.com,seed,United States,us,food processing,http://www.hormel.com/,Q1454852,36,12458806000.0,0,47.3019,wikidata,2026-02-18
Ferrero SpA,ferrero.com.cn,seed,Italy,europe,food industry,https://www.ferrero.com.cn,Q269792,43,19000000000.0,47212,47.2354,wikidata,2026-02-18
Ferrero SpA,ferrero.com.tw,seed,Italy,europe,food industry,https://www.ferrero.com.tw,Q269792,43,19000000000.0,47212,47.2354,wikidata,2026-02-18
Ferrero SpA,ferrero.com,seed,Italy,europe,food industry,https://www.ferrero.com/,Q269792,43,19000000000.0,47212,47.2354,wikidata,2026-02-18
Nature's Sunshine Products,naturessunshine.com,seed,United States,us,personal care product,https://www.naturessunshine.com,Q4045079,6,324705000.0,901,47.188,wikidata,2026-02-18
Nissin Food Products,nissin.com,seed,Japan,apac,food industry,https://www.nissin.com/,Q53293,29,204710000000.0,7408,46.8477,wikidata,2026-02-18
The Hershey Company,thehersheycompany.com,seed,United States,us,"manufacture of cocoa, chocolate and sugar confectionery",https://www.thehersheycompany.com/en_us/home.html,Q1056637,30,10419294000.0,0,46.6821,wikidata,2026-02-18
Beiersdorf,beiersdorf.com,seed,Germany,europe,cosmetics industry,https://www.beiersdorf.com,Q201691,31,9447000000.0,21743,46.2578,wikidata,2026-02-18
CHS Inc.,chsinc.com,seed,United States,us,food industry,http://www.chsinc.com,Q5011381,10,38448033000.0,0,46.1028,wikidata,2026-02-18
Pernod Ricard,pernod-ricard.com,seed,France,europe,food and tobacco industry,http://pernod-ricard.com/,Q837049,37,11598000000.0,18421,45.7974,wikidata,2026-02-18
Dr Pepper Snapple Group,drpeppersnapplegroup.com,seed,United States,us,beverage industry,http://www.drpeppersnapplegroup.com/,Q1254149,14,14057000000.0,0,45.6362,wikidata,2026-02-18
Bath & Body Works,bathandbodyworks.com,seed,United States,us,cosmetics industry,https://www.bathandbodyworks.com,Q810773,7,2300000000.0,0,44.6611,wikidata,2026-02-18
Stock Spirits Group,stockspirits.com,seed,United Kingdom,uk,beverage industry,http://www.stockspirits.com/,Q17489012,5,274601000.0,980,44.528,wikidata,2026-02-18
Haribo,haribo.com,seed,Germany,europe,confectionery industry,https://www.haribo.com,Q169552,40,2889000000.0,7000,44.3626,wikidata,2026-02-18
The Ordinary,theordinary.com,seed,United Kingdom,uk,cosmetics industry,https://theordinary.com/en-de,Q126595227,0,15910000000.0,0,44.113,wikidata,2026-02-18
Südzucker,suedzuckergroup.com,seed,Germany,europe,food and tobacco industry,https://www.suedzuckergroup.com/,Q474565,13,9694000000.0,18459,43.7384,wikidata,2026-02-18
Dr. Oetker,oetker.de,seed,Germany,europe,food industry,https://www.oetker.de/,Q688668,24,2930000000.0,11617,43.4015,wikidata,2026-02-18
Dr. Oetker,oetker-gruppe.de,seed,Germany,europe,food industry,https://oetker-gruppe.de,Q688668,24,2930000000.0,11617,43.4015,wikidata,2026-02-18
Dr. Oetker,oetker.com,seed,Germany,europe,food industry,https://oetker.com,Q688668,24,2930000000.0,11617,43.4015,wikidata,2026-02-18
Tchibo,tchibo.com,seed,Germany,europe,food industry,https://www.tchibo.com/,Q564213,19,3400000000.0,12000,43.1376,wikidata,2026-02-18
China Feihe,feihe.com,seed,China,apac,dairy industry,http://www.feihe.com/,Q97348109,2,22770000000.0,9140,43.0986,wikidata,2026-02-18
Douglas Holding,douglas.de,seed,Germany,europe,cosmetics industry,https://www.douglas.de/,Q2052213,4,2795000000.0,20000,43.095,wikidata,2026-02-18
Douglas Holding,douglas.it,seed,Germany,europe,cosmetics industry,https://www.douglas.it,Q2052213,4,2795000000.0,20000,43.095,wikidata,2026-02-18
Douglas Holding,douglas.nl,seed,Germany,europe,cosmetics industry,https://www.douglas.nl,Q2052213,4,2795000000.0,20000,43.095,wikidata,2026-02-18
Douglas Holding,douglas.pl,seed,Germany,europe,cosmetics industry,https://www.douglas.pl,Q2052213,4,2795000000.0,20000,43.095,wikidata,2026-02-18
Tönnies Holding,toennies.de,seed,Germany,europe,food industry,http://www.toennies.de,Q2464046,6,7300000000.0,19640,42.9944,wikidata,2026-02-18
Bright Food,brightfood.com,seed,China,apac,fast-moving consumer goods,http://www.brightfood.com/,Q2925357,11,158007520000.0,0,42.7876,wikidata,2026-02-18
Lekkerland,lekkerland.com,seed,Germany,europe,stimulant foodstuff,https://www.lekkerland.com/,Q1816527,4,13003000000.0,4801,42.4293,wikidata,2026-02-18
Lekkerland,lekkerland.de,seed,Germany,europe,stimulant foodstuff,https://www.lekkerland.de/,Q1816527,4,13003000000.0,4801,42.4293,wikidata,2026-02-18
Almarai Company,almarai.com,seed,Saudi Arabia,gulf,food industry,https://www.almarai.com/,Q3535226,10,5366674000.0,0,42.3135,wikidata,2026-02-18
Weleda,weleda.com,seed,Switzerland,europe,cosmetics industry,http://www.weleda.com/,Q687934,18,424059000.0,2512,41.4796,wikidata,2026-02-18
COFCO Group,cofco.com,seed,China,apac,food processing,https://www.cofco.com/en,Q4382137,15,471119900000.0,0,40.9616,wikidata,2026-02-18
Ezaki Glico,glico.com,seed,Japan,apac,food industry,https://www.glico.com/jp/,Q391534,18,338571000000.0,0,40.9434,wikidata,2026-02-18
Asahi Group Holdings,asahigroup-holdings.com,seed,Japan,apac,beverage industry,http://www.asahigroup-holdings.com/,Q11283168,2,1706901000000.0,0,40.928,wikidata,2026-02-18
Europastry,europastry.com,seed,Spain,europe,food industry,https://www.europastry.com/,Q20106305,3,1506000000.0,4890,40.6752,wikidata,2026-02-18
illy,illy.com,seed,Italy,europe,food industry,https://www.illy.com/,Q969999,20,568000000.0,1230,40.4342,wikidata,2026-02-18
Meiji Corporation,meiji.co.jp,seed,Japan,apac,food industry,https://www.meiji.co.jp/,Q11512281,4,727838000000.0,0,40.4217,wikidata,2026-02-18
Meggle AG,meggle.de,seed,Germany,europe,dairy,http://www.meggle.de/,Q1489981,7,1100000000.0,2700,40.3886,wikidata,2026-02-18
Casa Tarradellas,casatarradellas.es,seed,Spain,europe,food industry,http://www.casatarradellas.es/ca/,Q8341680,3,1500000000.0,2500,40.2643,wikidata,2026-02-18
Calbee,calbee.co.jp,seed,Japan,apac,confectionery,http://www.calbee.co.jp/index.php,Q846834,11,279315000000.0,0,40.233,wikidata,2026-02-18
Verbund Katholischer Kliniken Düsseldorf,vkkd-kliniken.de,seed,Germany,europe,advancement of public health and of public hygiene,http://www.vkkd-kliniken.de,Q47523604,1,297660576.0,3443,40.0346,wikidata,2026-02-18
Henkell & Co. Sektkellerei,henkell-freixenet.com,seed,Germany,europe,beverage industry,https://www.henkell-freixenet.com/de/,Q199239,9,689900000.0,2028,40.01,wikidata,2026-02-18
Grupa Żywiec,grupazywiec.pl,seed,Poland,europe,food industry,http://www.grupazywiec.pl,Q1028326,7,773000000.0,2020,39.9365,wikidata,2026-02-18
Barry Callebaut,barry-callebaut.com,seed,Switzerland,europe,food industry,https://www.barry-callebaut.com/,Q809018,15,14788600000.0,13,39.8604,wikidata,2026-02-18
Barry Callebaut,wholefruitchocolate.com,seed,Switzerland,europe,food industry,https://www.wholefruitchocolate.com/,Q809018,15,14788600000.0,13,39.8604,wikidata,2026-02-18
Charoen Pokphand,cpthailand.com,seed,Thailand,apac,food industry,http://www.cpthailand.com/,Q611064,18,41000000000.0,0,39.293,wikidata,2026-02-18
Coppenrath & Wiese,coppenrath-wiese.com,seed,Germany,europe,food industry,https://www.coppenrath-wiese.com,Q1131390,3,420000000.0,2600,39.293,wikidata,2026-02-18
Coppenrath & Wiese,coppenrath-wiese.de,seed,Germany,europe,food industry,https://www.coppenrath-wiese.de/,Q1131390,3,420000000.0,2600,39.293,wikidata,2026-02-18
Halwani Bros. Co.,halwani.com.sa,seed,Saudi Arabia,gulf,food industry,http://www.halwani.com.sa,Q12208618,1,266212000.0,0,39.2454,wikidata,2026-02-18
Adam Foods,adamfoods.com,seed,Spain,europe,food industry,http://www.adamfoods.com/es/,Q59316397,3,350000000.0,1400,38.7743,wikidata,2026-02-18
Augustiner Bräu,augustiner-braeu.de,seed,Germany,europe,food and tobacco industry,http://www.augustiner-braeu.de,Q153546,15,191000000.0,443,38.5622,wikidata,2026-02-18
Maspex,maspex.com,seed,Poland,europe,food industry,https://maspex.com/,Q576340,6,602000000.0,323,38.548,wikidata,2026-02-18
The Quality Group,tqgg.de,seed,Germany,europe,food processing,https://www.tqgg.de,Q125212756,1,450000000.0,900,38.5424,wikidata,2026-02-18
Munich Markets,markthallen-muenchen.de,seed,Germany,europe,food industry,http://markthallen-muenchen.de,Q1901049,2,2000000000.0,102,38.4698,wikidata,2026-02-18
Import Parfumerie,impo.ch,seed,Switzerland,europe,cosmetics industry,https://www.impo.ch/de,Q1660352,1,131000000.0,670,38.3985,wikidata,2026-02-18
Kulmbacher Brewery,kulmbacher.de,seed,Germany,europe,food and tobacco industry,http://www.kulmbacher.de,Q1742438,4,231700000.0,927,38.2814,wikidata,2026-02-18
Myojo Foods,myojofoods.co.jp,seed,Japan,apac,food industry,https://www.myojofoods.co.jp/,Q1710181,3,47911000000.0,0,38.2148,wikidata,2026-02-18
Idilia Foods,idilia.es,seed,Spain,europe,food industry,http://www.idilia.es/,Q39047644,4,260000000.0,700,38.201,wikidata,2026-02-18
Spadel,spadel.com,seed,Belgium,europe,beverage industry,http://www.spadel.com/,Q3492634,2,241988000.0,733,38.0128,wikidata,2026-02-18
Koikeya,koikeya.co.jp,seed,Japan,apac,confectionery,https://koikeya.co.jp/,Q11563252,3,33965000000.0,0,37.9459,wikidata,2026-02-18
Venchi,venchi.com,seed,Italy,europe,food industry,https://venchi.com,Q4009482,8,80000000.0,950,37.785,wikidata,2026-02-18
Hofpfisterei,hofpfisterei.de,seed,Germany,europe,food industry,https://www.hofpfisterei.de,Q1623217,3,62976000.0,910,37.1718,wikidata,2026-02-18
Adelholzener Alpenquellen,adelholzener.de,seed,Germany,europe,beverage industry,http://www.adelholzener.de/,Q355041,3,126000000.0,347,37.1289,wikidata,2026-02-18
Cooperativa La Fageda,fageda.cat,seed,Spain,europe,dairy,http://www.fageda.cat/,Q5963343,4,28500000.0,500,36.2685,wikidata,2026-02-18
Cobega Group,cobega.com,seed,Spain,europe,beverage industry,https://www.cobega.com/,Q99520031,1,4230000000.0,0,36.1574,wikidata,2026-02-18
Nadec,nadec.com,seed,Saudi Arabia,gulf,food industry,https://nadec.com/,Q12188937,4,3219000.0,0,36.0339,wikidata,2026-02-18
PM-International,pm-international.com,seed,Germany,europe,food industry,http://www.pm-international.com,Q28719676,7,1710000000.0,0,35.9294,wikidata,2026-02-18
Amway,amwayglobal.com,seed,United States,us,cosmetics industry,https://www.amwayglobal.com,Q481800,34,0.0,17000,35.8927,wikidata,2026-02-18
Forever Living Products,foreverliving.com,seed,United States,us,personal care product,https://www.foreverliving.com,Q1002866,16,0.0,100000,35.53,wikidata,2026-02-18
Whole Foods Market,wholefoodsmarket.com,seed,United States,us,food industry,https://www.wholefoodsmarket.com/,Q1809448,27,0.0,91000,35.3527,wikidata,2026-02-18
Newell Brands,newellbrands.com,seed,United States,us,consumer goods industry,https://www.newellbrands.com/,Q667599,14,0.0,17200,35.2998,wikidata,2026-02-18
R. J. Reynolds Tobacco Company,rjrt.com,seed,United States,us,tobacco industry,http://www.rjrt.com/,Q1759032,14,0.0,400000,35.2129,wikidata,2026-02-18
Cadbury,cadbury.co.uk,seed,United Kingdom,uk,"manufacture of cocoa, chocolate and sugar confectionery",https://cadbury.co.uk/,Q6677525,38,0.0,71657,34.5874,wikidata,2026-02-18
Agristo,agristo.com,seed,Belgium,europe,food industry,http://www.agristo.com/,Q15781867,3,459124739.0,0,34.5815,wikidata,2026-02-18
Chiquita Brands International,chiquita.com,seed,United States,us,agricultural and food trade,http://www.chiquita.com,Q1074666,28,0.0,20000,34.5115,wikidata,2026-02-18
The Body Shop,thebodyshop.com,seed,United Kingdom,uk,cosmetics industry,https://www.thebodyshop.com,Q837851,30,0.0,22000,34.2294,wikidata,2026-02-18
Schwarzwaldmilch,schwarzwaldmilch.de,seed,Germany,europe,food industry,https://www.schwarzwaldmilch.de/,Q1441291,4,248000000.0,0,34.18,wikidata,2026-02-18
Wrigley Company,wrigley.com,seed,United States,us,food industry,http://www.wrigley.com/,Q819241,24,0.0,16000,34.0558,wikidata,2026-02-18
Plusfresc,plusfresc.cat,seed,Spain,europe,food industry,https://www.plusfresc.cat/,Q111373081,1,202900000.0,0,33.7831,wikidata,2026-02-18
Associated British Foods,abf.co.uk,seed,United Kingdom,uk,food processing,http://abf.co.uk,Q117059,24,0.0,102000,33.682,wikidata,2026-02-18
Imperial Brands,imperialbrandsplc.com,seed,United Kingdom,uk,food and tobacco industry,https://www.imperialbrandsplc.com/index.html,Q1471161,26,0.0,35300,33.1969,wikidata,2026-02-18
Waitrose & Partners,waitrose.com,seed,United Kingdom,uk,food industry,https://waitrose.com,Q771734,14,0.0,150000,33.1165,wikidata,2026-02-18
Steak 'n Shake,steaknshake.com,seed,United States,us,food industry,https://www.steaknshake.com/,Q7605233,7,0.0,20000,32.8315,wikidata,2026-02-18
Hostess Brands,hostesscakes.com,seed,United States,us,food industry,http://hostesscakes.com,Q1630598,5,0.0,20000,32.6715,wikidata,2026-02-18
Philip Morris USA,philipmorrisusa.com,seed,United States,us,tobacco industry,http://philipmorrisusa.com,Q1726300,5,0.0,7500,32.0752,wikidata,2026-02-18
Pinnacle Foods,pinnaclefoods.com,seed,United States,us,food processing,http://www.pinnaclefoods.com/,Q16983587,8,0.0,4000,31.933,wikidata,2026-02-18
Fuze Beverage,fuzebev.com,seed,United States,us,beverage industry,https://www.fuzebev.com/,Q21178899,14,0.0,1500,31.8169,wikidata,2026-02-18
Fenty Beauty,fentybeauty.com,seed,United States,us,cosmetics industry,https://www.fentybeauty.com/,Q51135597,16,0.0,200,31.7545,wikidata,2026-02-18
Odwalla,odwalla.com,seed,United States,us,beverage industry,http://www.odwalla.com/,Q3031783,10,0.0,900,31.1866,wikidata,2026-02-18
Font-Sans,fontsans.com,seed,Spain,europe,food industry,https://www.fontsans.com/,Q129294725,0,7000000.0,0,31.0712,wikidata,2026-02-18
Stew Leonard's,stewleonards.com,seed,United States,us,dairy product,http://www.stewleonards.com,Q7615653,1,0.0,2226,31.0168,wikidata,2026-02-18
S. C. Johnson & Son,scjohnson.com,seed,United States,us,fast-moving consumer goods,http://www.scjohnson.com/,Q683170,22,0.0,0,31.01,wikidata,2026-02-18
Hindustan Unilever,hul.co.in,seed,India,india,fast-moving consumer goods industry,https://www.hul.co.in/,Q1619376,16,0.0,0,30.53,wikidata,2026-02-18
Coca-Cola Amatil,ccamatil.com,seed,Australia,australia,beverage industry,http://ccamatil.com,Q2981189,8,0.0,16100,30.5296,wikidata,2026-02-18
MonaVie,monavie.com,seed,United States,us,food industry,https://monavie.com/,Q2597545,7,0.0,450,30.5258,wikidata,2026-02-18
Sugar Foods Corporation,sugarfoods.com,seed,United States,us,food industry,https://www.sugarfoods.com/,Q137070534,1,0.0,901,30.4673,wikidata,2026-02-18
Neutrogena,neutrogena.com,seed,United States,us,fast-moving consumer goods,http://www.neutrogena.com/,Q2451589,15,0.0,0,30.45,wikidata,2026-02-18
Kylie Cosmetics,kyliecosmetics.com,seed,United States,us,cosmetics industry,https://www.kyliecosmetics.com,Q28859450,20,0.0,12,30.4095,wikidata,2026-02-18
Hensley & Co.,hensley.com,seed,United States,us,beverage industry,http://www.hensley.com,Q5731372,1,0.0,800,30.3951,wikidata,2026-02-18
Dabur,dabur.com,seed,India,india,fast-moving consumer goods,https://www.dabur.com/,Q2723075,13,0.0,0,30.29,wikidata,2026-02-18
Sara Lee Corporation,saralee.com,seed,United States,us,fast-moving consumer goods,http://www.saralee.com/,Q660309,12,0.0,0,30.21,wikidata,2026-02-18
Brihans Natural Products,brihansnatural.com,seed,India,india,cosmetics industry,https://brihansnatural.com/,Q27863816,3,0.0,65,30.0374,wikidata,2026-02-18
Erewhon,erewhonmarket.com,seed,United States,us,health food,https://www.erewhonmarket.com/,Q105628552,4,0.0,216,29.841,wikidata,2026-02-18
Nirma,nirma.co.in,seed,India,india,fast-moving consumer goods,http://www.nirma.co.in,Q12435810,7,0.0,0,29.81,wikidata,2026-02-18
Icon Undies,iconundies.com,seed,United States,us,personal care product,https://www.iconundies.com/,Q50826450,1,0.0,49,29.7086,wikidata,2026-02-18
A.G. Barr,agbarr.co.uk,seed,United Kingdom,uk,beverage industry,http://www.agbarr.co.uk,Q4647179,10,0.0,930,29.7065,wikidata,2026-02-18
FreeLife,freelife.com,seed,United States,us,food industry,http://www.freelife.com,Q5499653,2,0.0,220,29.6921,wikidata,2026-02-18
Maybelline,maybelline.com.br,seed,United States,us,cosmetics industry,https://www.maybelline.com.br/,Q1351054,30,0.0,0,29.65,wikidata,2026-02-18
Maybelline,maybelline.com,seed,United States,us,cosmetics industry,https://www.maybelline.com/,Q1351054,30,0.0,0,29.65,wikidata,2026-02-18
Diamond Foods,diamondfoods.com,seed,United States,us,fast-moving consumer goods,http://www.diamondfoods.com/,Q5270794,5,0.0,0,29.65,wikidata,2026-02-18
Marico,marico.com,seed,India,india,fast-moving consumer goods,http://www.marico.com,Q13120120,3,0.0,0,29.49,wikidata,2026-02-18
Bajaj Corp Ltd,bajajcorp.com,seed,India,india,fast-moving consumer goods,http://www.bajajcorp.com,Q4848821,3,0.0,0,29.49,wikidata,2026-02-18
Godrej Consumer Products Limited,godrejcp.com,seed,India,india,fast-moving consumer goods,http://godrejcp.com/,Q5576809,2,0.0,0,29.41,wikidata,2026-02-18
Tasty Bite,tastybite.com,seed,India,india,fast-moving consumer goods,http://www.tastybite.com,Q7687744,1,0.0,0,29.33,wikidata,2026-02-18
Reddy Ice,reddyice.com,seed,United States,us,fast-moving consumer goods,https://www.reddyice.com/,Q7305666,1,0.0,0,29.33,wikidata,2026-02-18
Naterra,naterra.com,seed,United States,us,fast-moving consumer goods,http://www.naterra.com/,Q6968763,1,0.0,0,29.33,wikidata,2026-02-18
Coca-Cola India,coca-colaindia.com,seed,India,india,fast-moving consumer goods,http://www.coca-colaindia.com,Q28173816,1,0.0,0,29.33,wikidata,2026-02-18
Revlon,revlon.com,seed,United States,us,cosmetics industry,http://www.revlon.com/,Q1459595,25,0.0,0,29.25,wikidata,2026-02-18
Wave Soda,wavesoda.com,seed,United States,us,fast-moving consumer goods,https://wavesoda.com,Q66310385,0,0.0,0,29.25,wikidata,2026-02-18
Supermarket News,supermarketnews.com,seed,United States,us,fast-moving consumer goods,https://www.supermarketnews.com/,Q108279742,0,0.0,0,29.25,wikidata,2026-02-18
KS Oils,ksoils.com,seed,India,india,fast-moving consumer goods,http://www.ksoils.com/,Q6338436,0,0.0,0,29.25,wikidata,2026-02-18
Häagen-Dazs,icecream.com,seed,United States,us,food industry,https://www.icecream.com/us/en/brands/haagen-dazs,Q1143333,36,0.0,0,29.13,wikidata,2026-02-18
H. J. Heinz Company,heinz.com,seed,United States,us,food processing,http://www.heinz.com,Q850324,36,0.0,0,29.13,wikidata,2026-02-18
good2grow,good2grow.com,seed,United States,us,beverage industry,https://good2grow.com/,Q131717113,0,0.0,110,29.1135,wikidata,2026-02-18
Make-up Art Cosmetics,maccosmetics.com,seed,United States,us,cosmetics industry,https://www.maccosmetics.com/,Q2624442,23,0.0,0,29.09,wikidata,2026-02-18
Ted Drewes,teddrewes.com,seed,United States,us,dairy industry,http://www.teddrewes.com,Q7693148,2,0.0,65,28.9574,wikidata,2026-02-18
NYX Professional Makeup,nyxcosmetics.com,seed,United States,us,consumer goods industry,https://www.nyxcosmetics.com,Q23671513,7,0.0,0,28.81,wikidata,2026-02-18
NYX Professional Makeup,nyxcosmetics.fr,seed,United States,us,consumer goods industry,https://www.nyxcosmetics.fr/,Q23671513,7,0.0,0,28.81,wikidata,2026-02-18
Max Factor,maxfactor.com,seed,United States,us,personal care product,http://www.maxfactor.com/,Q2354647,19,0.0,0,28.77,wikidata,2026-02-18
Dolce & Gabbana,dolcegabbana.com,seed,Italy,europe,cosmetics industry,https://www.dolcegabbana.com/,Q214480,53,0.0,2000,28.6117,wikidata,2026-02-18
Sunbeam Products,sunbeam.com,seed,United States,us,consumer goods industry,https://www.sunbeam.com/,Q7638903,4,0.0,0,28.57,wikidata,2026-02-18
Karlsberg,karlsberg.de,seed,Germany,europe,beverage industry,https://karlsberg.de/,Q520174,10,394.0,1063,28.4616,wikidata,2026-02-18
Graco,gracobaby.com,seed,United States,us,consumer goods industry,http://www.gracobaby.com/,Q5591658,2,0.0,0,28.41,wikidata,2026-02-18
Unicharm,unicharm.co.jp,seed,Japan,apac,fast-moving consumer goods,http://www.unicharm.co.jp/,Q5361268,13,0.0,10287,28.4073,wikidata,2026-02-18
Ulta Beauty,ulta.com,seed,United States,us,cosmetics industry,https://www.ulta.com/,Q7880076,14,0.0,0,28.37,wikidata,2026-02-18
Nu Skin Enterprises,nuskin.com,seed,United States,us,personal care product,http://www.nuskin.com/,Q1764040,14,0.0,0,28.37,wikidata,2026-02-18
Mary Kay,marykay.com,seed,United States,us,cosmetics industry,http://www.marykay.com/,Q470196,14,0.0,0,28.37,wikidata,2026-02-18
Mary Kay,marykay.ca,seed,United States,us,cosmetics industry,https://www.marykay.ca/,Q470196,14,0.0,0,28.37,wikidata,2026-02-18
Mary Kay,marykay.com.br,seed,United States,us,cosmetics industry,https://www.marykay.com.br,Q470196,14,0.0,0,28.37,wikidata,2026-02-18
Mary Kay,marykay.pl,seed,United States,us,cosmetics industry,https://www.marykay.pl/,Q470196,14,0.0,0,28.37,wikidata,2026-02-18
Mary Kay,marykay.ru,seed,United States,us,cosmetics industry,https://www.marykay.ru/,Q470196,14,0.0,0,28.37,wikidata,2026-02-18
Lofthouse of Fleetwood,fishermansfriend.com,seed,United Kingdom,uk,food industry,http://www.fishermansfriend.com,Q1867912,2,0.0,280,28.3382,wikidata,2026-02-18
Gatorade,gatorade.com,seed,United States,us,food industry,https://gatorade.com/,Q304992,26,0.0,0,28.33,wikidata,2026-02-18
Libman Company,libman.com,seed,United States,us,consumer goods industry,http://www.libman.com/,Q65079102,1,0.0,0,28.33,wikidata,2026-02-18
Good Store,good.store,seed,United States,us,consumer goods industry,https://good.store/,Q135102254,1,0.0,0,28.33,wikidata,2026-02-18
Yorkville Advisors,yorkvilleadvisors.com,seed,United States,us,consumer goods industry,http://www.yorkvilleadvisors.com/,Q112388702,0,0.0,0,28.25,wikidata,2026-02-18
Thriving Brands LLC,thriving-brands.com,seed,United States,us,consumer goods industry,https://thriving-brands.com/,Q123556050,0,0.0,0,28.25,wikidata,2026-02-18
GoSun,gosun.co,seed,United States,us,consumer goods,https://gosun.co,Q129005172,0,0.0,0,28.25,wikidata,2026-02-18
Reckitt,reckitt.com,seed,United Kingdom,uk,personal care product,https://www.reckitt.com/,Q1190881,31,0.0,0,28.23,wikidata,2026-02-18
Benefit Cosmetics,benefitcosmetics.com,seed,United States,us,cosmetics industry,https://www.benefitcosmetics.com/,Q2895769,12,0.0,0,28.21,wikidata,2026-02-18
